		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J91	75:00:00	64.09	0.98	67.22	131.31	0.41
J165	75:00:00	16.69	1.26	65.19	81.88	0.46
J166	75:00:00	23.95	1.55	57.92	81.87	0.56
J167	75:00:00	23.91	0.55	57.96	81.87	0.20
J94	75:00:00	30.75	0.90	85.07	115.82	0.35
J95	75:00:00	22.56	0.13	57.78	80.34	0.05
J96	75:00:00	30.00	1.06	50.33	80.33	0.39
J97	75:00:00	34.19	0.68	46.12	80.31	0.25
J976	75:00:00	6.30	1.60	69.40	75.70	0.58
J571	75:00:00	77.11	0.19	55.43	132.54	0.08
J572	75:00:00	76.40	1.54	56.14	132.54	0.64
J573	75:00:00	81.62	1.03	49.71	131.33	0.43
J574	75:00:00	67.36	0.58	63.95	131.31	0.24
J575	75:00:00	75.27	0.25	57.09	132.36	0.10
J576	75:00:00	80.80	0.80	51.78	132.58	0.33
J370	75:00:00	20.46	0.37	53.27	73.73	0.13
J371	75:00:00	68.81	0.00	63.65	132.46	0.00
J372	75:00:00	23.20	0.22	50.15	73.35	0.08
J373	75:00:00	27.22	0.05	46.13	73.35	0.02
J374	75:00:00	13.70	0.58	59.65	73.35	0.21
J375	75:00:00	22.72	0.91	50.63	73.35	0.33
J376	75:00:00	12.18	1.54	61.10	73.28	0.56
J377	75:00:00	13.12	0.90	60.23	73.35	0.33
J1219	75:00:00	14.48	0.68	66.24	80.72	0.25
J379	75:00:00	10.25	1.41	62.90	73.15	0.52
J171	75:00:00	8.81	1.38	72.37	81.18	0.50
J172	75:00:00	6.25	1.12	75.09	81.34	0.41
J173	75:00:00	13.00	1.20	68.84	81.84	0.44
J174	75:00:00	6.11	1.66	75.36	81.47	0.61
J175	75:00:00	6.84	0.57	74.63	81.47	0.21
J177	75:00:00	13.14	0.83	68.52	81.66	0.30
J179	75:00:00	15.01	0.69	65.70	80.71	0.25
J580	75:00:00	113.08	1.16	22.28	135.36	0.48
J486	75:00:00	86.11	0.30	45.70	131.81	0.12
J487	75:00:00	79.00	0.70	52.68	131.68	0.29
J488	75:00:00	89.16	0.91	42.89	132.05	0.38
J489	75:00:00	85.02	1.36	46.79	131.81	0.56
J381	75:00:00	36.02	0.90	66.81	102.83	0.37
J1223	75:00:00	3.48	0.71	69.97	73.45	0.26
J382	75:00:00	70.42	0.85	32.74	103.16	0.35
J384	75:00:00	42.51	0.00	60.56	103.07	0.00
J385	75:00:00	76.60	0.00	55.86	132.46	0.00
J180	75:00:00	8.77	0.82	72.42	81.19	0.30
J181	75:00:00	10.94	1.13	70.85	81.79	0.41
J1024	75:00:00	5.83	1.48	69.87	75.70	0.54
J183	75:00:00	13.28	0.62	67.88	81.16	0.23
J1025	75:00:00	8.61	0.50	67.09	75.70	0.18
J186	75:00:00	9.38	0.49	71.63	81.01	0.18
J187	75:00:00	9.81	0.25	71.35	81.16	0.09
J188	75:00:00	8.51	0.88	72.21	80.72	0.32
J189	75:00:00	7.58	0.37	73.14	80.72	0.14
J490	75:00:00	103.84	0.97	28.21	132.05	0.41
J491	75:00:00	76.93	0.61	55.60	132.53	0.25
J492	75:00:00	94.67	1.46	37.08	131.75	0.61
J493	75:00:00	77.62	0.80	54.33	131.95	0.33
J494	75:00:00	112.76	0.32	19.92	132.68	0.13
J495	75:00:00	91.15	1.14	41.45	132.60	0.47
J496	75:00:00	106.34	1.25	26.31	132.65	0.52
J497	75:00:00	112.63	1.02	22.56	135.19	0.43
J498	75:00:00	90.12	1.30	42.49	132.61	0.54
J500	75:00:00	75.52	0.27	59.92	135.44	0.11
J499	75:00:00	72.24	1.35	63.21	135.45	0.56
J501	75:00:00	80.97	0.34	54.54	135.51	0.14
J502	75:00:00	80.99	1.59	54.45	135.44	0.66
J503	75:00:00	99.65	0.11	35.88	135.53	0.05
J504	75:00:00	66.71	0.10	68.73	135.44	0.04
J394	75:00:00	70.53	0.00	61.93	132.46	0.00
J509	75:00:00	99.94	0.63	35.63	135.57	0.26
J399	75:00:00	75.00	0.00	57.46	132.46	0.00
J401	75:00:00	70.00	0.00	62.46	132.46	0.00
J406	75:00:00	71.74	0.00	60.72	132.46	0.00
J295	75:00:00	56.42	0.29	47.22	103.64	0.12
J407	75:00:00	68.00	0.00	64.46	132.46	0.00
J296	75:00:00	30.91	1.19	72.61	103.52	0.49
J408	75:00:00	7.93	0.89	67.89	75.82	0.32
J297	75:00:00	99.05	0.94	5.50	104.55	0.39
J298	75:00:00	77.46	0.36	26.49	103.95	0.15
J191	75:00:00	5.76	0.78	74.96	80.72	0.28
J303	75:00:00	50.42	1.24	52.88	103.30	0.52
J192	75:00:00	12.40	1.25	70.81	83.21	0.46
J193	75:00:00	12.99	0.66	70.22	83.21	0.24
J305	75:00:00	47.11	1.51	56.19	103.30	0.62
J194	75:00:00	13.46	1.24	68.40	81.86	0.45
J195	75:00:00	15.39	0.15	65.33	80.72	0.05
J196	75:00:00	13.35	1.06	68.53	81.88	0.39
J308	75:00:00	33.24	1.19	38.48	71.72	0.43
J198	75:00:00	18.54	0.03	55.18	73.72	9.53e-03
J200	75:00:00	15.75	0.72	57.97	73.72	0.26
J199	75:00:00	16.26	0.67	57.44	73.70	0.24
J201	75:00:00	44.86	0.46	26.16	71.02	0.17
J202	75:00:00	10.41	1.64	63.44	73.85	0.60
J203	75:00:00	11.03	1.34	62.23	73.26	0.49
J204	75:00:00	21.51	1.16	50.78	72.29	0.42
J205	75:00:00	16.66	0.70	57.14	73.80	0.25
J206	75:00:00	14.12	1.22	59.63	73.75	0.45
J207	75:00:00	18.86	0.46	54.88	73.74	0.17
J208	75:00:00	11.25	0.59	62.05	73.30	0.22
J101	75:00:00	28.65	0.72	50.60	79.25	0.26
J102	75:00:00	46.96	1.57	33.30	80.26	0.57
J109	75:00:00	17.47	0.20	61.77	79.24	0.07
J1	75:00:00	16.82	1.08	65.06	81.88	0.39
J2	75:00:00	11.97	0.58	68.76	80.73	0.21
J3	75:00:00	29.02	0.17	44.90	73.92	0.06
J4	75:00:00	20.88	0.31	53.08	73.96	0.11
J5	75:00:00	22.75	0.13	51.34	74.09	0.05
J6	75:00:00	15.25	0.72	58.47	73.72	0.26
J7	75:00:00	24.91	1.60	48.86	73.77	0.58
J8	75:00:00	31.17	0.90	42.65	73.82	0.33
J9	75:00:00	31.89	0.82	42.00	73.89	0.30
J10	75:00:00	14.62	1.62	58.20	72.82	0.59
J11	75:00:00	18.43	0.36	56.31	74.74	0.13
J12	75:00:00	29.27	0.63	44.59	73.86	0.23
J13	75:00:00	32.04	0.66	41.61	73.65	0.24
J14	75:00:00	37.91	0.00	34.17	72.08	0.00
J15	75:00:00	102.84	0.00	29.62	132.46	0.00
J16	75:00:00	88.89	0.00	43.57	132.46	0.00
J17	75:00:00	82.75	0.00	49.71	132.46	0.00
J18	75:00:00	84.96	0.00	47.50	132.46	0.00
J19	75:00:00	90.94	0.00	41.52	132.46	0.00
J20	75:00:00	80.00	0.00	52.46	132.46	0.00
J21	75:00:00	80.00	0.00	52.46	132.46	0.00
J22	75:00:00	82.74	0.00	49.74	132.48	0.00
J23	75:00:00	75.96	0.00	56.50	132.46	0.00
J25	75:00:00	94.13	0.11	38.09	132.22	0.04
J26	75:00:00	76.35	1.26	55.87	132.22	0.52
J27	75:00:00	82.08	1.17	50.13	132.21	0.49
J28	75:00:00	45.00	0.83	39.98	84.98	0.34
J29	75:00:00	49.00	0.26	35.99	84.99	0.11
J30	75:00:00	72.01	0.37	60.20	132.21	0.16
J31	75:00:00	69.78	0.54	62.44	132.22	0.23
J32	75:00:00	45.00	1.31	39.98	84.98	0.54
J33	75:00:00	48.00	0.08	36.98	84.98	0.03
J34	75:00:00	50.00	0.86	34.99	84.99	0.36
J35	75:00:00	67.78	1.26	64.44	132.22	0.52
J36	75:00:00	51.08	1.33	33.91	84.99	0.56
J37	75:00:00	66.19	0.54	66.08	132.27	0.23
J38	75:00:00	47.00	1.62	37.98	84.98	0.67
J24	75:00:00	34.53	1.34	38.61	73.14	0.49
J39	75:00:00	45.88	1.12	27.05	72.93	0.41
J40	75:00:00	12.80	1.51	60.57	73.37	0.55
J123	75:00:00	38.41	1.46	77.40	115.81	0.57
J140	75:00:00	39.94	0.69	75.87	115.81	0.27
J141	75:00:00	41.45	0.21	74.36	115.81	0.08
J157	75:00:00	31.49	1.59	84.32	115.81	0.62
J158	75:00:00	25.88	1.33	89.93	115.81	0.52
J168	75:00:00	40.21	1.16	75.61	115.82	0.45
J170	75:00:00	46.87	0.67	68.95	115.82	0.26
J176	75:00:00	50.64	0.03	65.18	115.82	0.01
J178	75:00:00	58.87	0.28	56.95	115.82	0.11
J184	75:00:00	56.09	0.27	59.73	115.82	0.11
J185	75:00:00	43.71	0.85	72.12	115.83	0.33
J190	75:00:00	58.49	0.68	57.45	115.94	0.27
J197	75:00:00	41.86	0.18	74.21	116.07	0.07
J213	75:00:00	52.07	0.46	63.87	115.94	0.18
J215	75:00:00	75.76	1.07	40.16	115.92	0.42
J216	75:00:00	53.06	1.42	63.04	116.10	0.55
J227	75:00:00	52.89	0.83	63.16	116.05	0.33
J238	75:00:00	44.16	0.31	71.86	116.02	0.12
J239	75:00:00	43.49	1.49	72.53	116.02	0.59
J255	75:00:00	35.31	0.62	80.70	116.01	0.24
J256	75:00:00	40.00	0.00	76.02	116.02	0.00
J258	75:00:00	51.24	1.28	64.80	116.04	0.50
J260	75:00:00	32.53	0.36	83.45	115.98	0.14
J265	75:00:00	50.87	0.74	65.09	115.96	0.29
J266	75:00:00	39.83	0.39	76.14	115.97	0.15
J267	75:00:00	22.31	1.46	80.53	102.84	0.61
J61	75:00:00	72.00	1.02	39.28	111.28	0.36
J92	75:00:00	72.00	0.62	39.26	111.26	0.22
J268	75:00:00	69.68	0.65	33.97	103.65	0.27
J278	75:00:00	104.29	1.43	30.41	134.70	0.60
J281	75:00:00	83.72	0.98	50.94	134.66	0.41
J283	75:00:00	94.06	1.55	40.60	134.66	0.65
J284	75:00:00	77.38	0.86	57.28	134.66	0.36
J136	75:00:00	81.80	0.55	49.53	131.33	0.23
J137	75:00:00	9.11	1.45	72.08	81.19	0.53
J145	75:00:00	47.46	0.43	68.35	115.81	0.17
J118	75:00:00	75.00	0.43	36.46	111.46	0.15
J52	75:00:00	54.70	0.30	48.29	102.99	0.12
J81	75:00:00	50.00	0.58	34.97	84.97	0.24
J88	75:00:00	45.00	4.18e-03	40.00	85.00	1.74e-03
J90	75:00:00	84.00	1.24	48.38	132.38	0.51
J93	75:00:00	65.00	4.20	67.27	132.27	1.75
J147	75:00:00	68.00	0.46	64.54	132.54	0.19
J148	75:00:00	50.00	1.17	44.50	94.50	0.49
J149	75:00:00	40.00	0.67	54.50	94.50	0.28
J150	75:00:00	60.00	1.35	34.49	94.49	0.56
J151	75:00:00	60.00	1.24	71.17	131.17	0.51
J152	75:00:00	32.00	0.73	49.47	81.47	0.30
J153	75:00:00	60.00	0.13	71.17	131.17	0.05
J169	75:00:00	42.00	0.68	40.00	82.00	0.28
J182	75:00:00	40.00	0.57	41.99	81.99	0.24
J222	75:00:00	32.00	1.18	49.49	81.49	0.49
J224	75:00:00	37.00	0.52	44.48	81.48	0.22
J230	75:00:00	30.00	1.33	73.27	103.27	0.55
J235	75:00:00	53.00	0.25	50.29	103.29	0.10
J240	75:00:00	87.00	0.99	48.57	135.57	0.41
J269	75:00:00	56.00	0.00	35.57	91.57	0.00
J273	75:00:00	56.00	0.00	35.57	91.57	0.00
J274	75:00:00	56.00	0.00	35.57	91.57	0.00
J276	75:00:00	56.00	0.00	2.98	58.98	0.00
J280	75:00:00	56.00	0.00	2.98	58.98	0.00
J285	75:00:00	56.00	0.00	2.97	58.97	0.00
J287	75:00:00	40.00	0.00	31.93	71.93	0.00
J288	75:00:00	40.00	0.00	31.93	71.93	0.00
J289	75:00:00	40.00	0.00	31.93	71.93	0.00
J290	75:00:00	40.00	0.00	31.93	71.93	0.00
J291	75:00:00	65.00	0.00	67.46	132.46	0.00
J292	75:00:00	40.00	0.00	76.02	116.02	0.00
J299	75:00:00	40.00	0.00	31.93	71.93	0.00
J300	75:00:00	40.00	0.00	31.93	71.93	0.00
J301	75:00:00	44.00	0.00	26.69	70.69	0.00
J302	75:00:00	44.00	0.00	26.69	70.69	0.00
J304	75:00:00	44.00	0.00	87.68	131.68	0.00
J306	75:00:00	44.00	0.00	87.44	131.44	0.00
J307	75:00:00	44.00	0.00	26.69	70.69	0.00
J309	75:00:00	44.00	0.00	26.69	70.69	0.00
J317	75:00:00	44.00	0.00	59.07	103.07	0.00
J323	75:00:00	44.00	0.00	59.07	103.07	0.00
R1	75:00:00	59.00	0.00	0.00	59.00	-190.35
T3	75:00:00	112.90	0.00	5.09	117.99	-9.21
T1	75:00:00	71.50	0.00	1.06	72.56	54.07
T7	75:00:00	102.00	0.00	2.93	104.93	-12.29
T6	75:00:00	101.50	0.00	5.08	106.58	-4.43
T5	75:00:00	105.80	0.00	3.96	109.76	23.70
T2	75:00:00	65.00	0.00	4.30	69.30	61.28
T4	75:00:00	132.50	0.00	3.45	135.95	-27.87
J511	76:00:00	105.08	1.18	31.17	136.25	0.42
J411	76:00:00	8.95	0.89	65.91	74.86	0.28
J414	76:00:00	34.36	0.97	37.60	71.96	0.31
J415	76:00:00	65.00	0.00	89.65	154.65	0.00
J416	76:00:00	42.60	0.00	104.30	146.90	0.00
J417	76:00:00	37.38	1.29	33.61	70.99	0.41
J418	76:00:00	37.39	0.00	33.13	70.52	0.00
J419	76:00:00	40.50	0.00	29.65	70.15	0.00
J310	76:00:00	51.84	1.36	55.78	107.62	0.47
J311	76:00:00	55.95	1.18	51.67	107.62	0.41
J312	76:00:00	68.48	0.08	37.83	106.31	0.03
J313	76:00:00	67.66	0.69	38.64	106.30	0.24
J314	76:00:00	14.94	1.44	58.83	73.77	0.46
J315	76:00:00	16.03	1.32	57.72	73.75	0.42
J316	76:00:00	12.98	0.62	60.44	73.42	0.20
J318	76:00:00	53.67	1.60	53.27	106.94	0.55
J319	76:00:00	39.29	1.45	67.65	106.94	0.50
J210	76:00:00	7.01	0.09	66.50	73.51	0.03
J211	76:00:00	11.27	1.58	62.22	73.49	0.50
J212	76:00:00	7.87	0.61	65.66	73.53	0.19
J214	76:00:00	8.67	0.87	65.19	73.86	0.28
J217	76:00:00	10.98	1.28	62.42	73.40	0.41
J218	76:00:00	7.68	0.09	65.83	73.51	0.03
J219	76:00:00	52.00	0.99	57.41	109.41	0.34
J110	76:00:00	15.92	0.78	64.29	80.21	0.25
J420	76:00:00	39.99	0.00	30.30	70.29	0.00
J421	76:00:00	37.09	1.04	33.76	70.85	0.33
J422	76:00:00	38.81	0.00	31.71	70.52	0.00
J1153	76:00:00	22.14	0.44	51.47	73.61	0.14
J1154	76:00:00	14.61	0.47	59.12	73.73	0.15
J1155	76:00:00	15.54	1.38	58.17	73.71	0.44
J425	76:00:00	64.42	0.00	82.07	146.49	0.00
J426	76:00:00	72.71	0.00	73.49	146.20	0.00
J1157	76:00:00	22.21	1.64	51.40	73.61	0.52
J427	76:00:00	67.65	0.00	79.22	146.87	0.00
J1158	76:00:00	28.25	0.38	45.48	73.73	0.12
J428	76:00:00	16.20	1.16	56.59	72.79	0.37
J429	76:00:00	12.56	1.63	60.27	72.83	0.52
J320	76:00:00	46.73	0.41	61.48	108.21	0.14
J321	76:00:00	44.59	0.89	63.60	108.19	0.31
J322	76:00:00	48.02	0.18	60.17	108.19	0.06
J324	76:00:00	42.38	1.67	65.81	108.19	0.58
J1056	76:00:00	7.64	1.13	66.65	74.29	0.36
J327	76:00:00	49.68	0.03	58.80	108.48	9.06e-03
J1058	76:00:00	13.58	0.96	59.79	73.37	0.30
J328	76:00:00	45.69	0.17	63.08	108.77	0.06
J329	76:00:00	44.05	0.17	71.39	115.44	0.06
J220	76:00:00	80.00	1.33	29.39	109.39	0.46
J221	76:00:00	97.07	0.47	8.62	105.69	0.16
J225	76:00:00	13.33	0.08	60.05	73.38	0.02
J226	76:00:00	11.10	0.49	62.20	73.30	0.16
J50	76:00:00	71.80	0.64	33.97	105.77	0.22
J51	76:00:00	77.42	0.50	28.33	105.75	0.17
J53	76:00:00	85.00	1.58	25.05	110.05	0.54
J54	76:00:00	80.00	1.63	29.74	109.74	0.56
J128	76:00:00	85.26	0.67	54.78	140.04	0.24
J55	76:00:00	71.00	0.46	38.79	109.79	0.16
J129	76:00:00	62.85	0.27	76.98	139.83	0.10
J56	76:00:00	72.00	0.27	37.72	109.72	0.09
J57	76:00:00	59.00	1.08	50.52	109.52	0.37
J58	76:00:00	76.00	0.68	33.80	109.80	0.23
J59	76:00:00	57.00	0.69	52.49	109.49	0.24
J1160	76:00:00	24.91	1.19	48.60	73.51	0.38
J1161	76:00:00	25.25	0.54	48.25	73.50	0.17
J431	76:00:00	16.90	1.06	56.94	73.84	0.34
J432	76:00:00	19.88	0.35	53.72	73.60	0.11
J433	76:00:00	27.35	0.31	46.14	73.49	0.10
J434	76:00:00	16.48	0.97	58.08	74.56	0.31
J435	76:00:00	12.15	0.13	62.42	74.57	0.04
J436	76:00:00	17.68	0.76	55.20	72.88	0.24
J438	76:00:00	10.43	1.51	64.32	74.75	0.48
J1169	76:00:00	55.42	0.44	60.50	115.92	0.16
J439	76:00:00	17.78	1.31	54.96	72.74	0.42
J330	76:00:00	58.25	0.63	48.98	107.23	0.22
J331	76:00:00	59.26	0.48	47.90	107.16	0.17
J332	76:00:00	44.18	1.32	27.28	71.46	0.42
J333	76:00:00	25.70	1.05	46.76	72.46	0.33
J334	76:00:00	29.28	1.05	43.16	72.44	0.33
J335	76:00:00	25.08	0.71	47.42	72.50	0.23
J336	76:00:00	23.81	0.16	48.78	72.59	0.05
J337	76:00:00	22.11	0.94	51.19	73.30	0.30
J231	76:00:00	71.90	1.16	40.85	112.75	0.40
J232	76:00:00	69.81	1.52	42.94	112.75	0.53
J233	76:00:00	74.23	0.00	68.99	143.22	0.00
J234	76:00:00	64.06	0.03	78.01	142.07	0.01
J236	76:00:00	58.00	0.91	51.15	109.15	0.31
J237	76:00:00	73.14	1.53	36.01	109.15	0.52
J130	76:00:00	54.52	0.72	40.00	94.52	0.26
J131	76:00:00	88.05	1.13	52.03	140.08	0.41
J132	76:00:00	74.55	0.84	66.37	140.92	0.30
J133	76:00:00	69.58	0.86	71.33	140.91	0.31
J60	76:00:00	55.00	0.77	54.43	109.43	0.26
J134	76:00:00	80.70	0.59	60.81	141.51	0.21
J135	76:00:00	70.00	0.67	71.76	141.76	0.24
J62	76:00:00	60.00	0.45	49.49	109.49	0.15
J64	76:00:00	82.00	0.09	28.11	110.11	0.03
J65	76:00:00	82.00	0.41	28.11	110.11	0.14
J66	76:00:00	72.00	1.63	37.58	109.58	0.56
J67	76:00:00	81.00	0.10	28.80	109.80	0.03
J68	76:00:00	73.00	0.65	36.65	109.65	0.22
J69	76:00:00	71.00	0.61	38.65	109.65	0.21
J1170	76:00:00	54.54	0.82	61.38	115.92	0.30
J441	76:00:00	69.00	0.00	77.93	146.93	0.00
J444	76:00:00	29.46	0.79	44.35	73.81	0.25
J341	76:00:00	14.89	0.43	58.28	73.17	0.14
J344	76:00:00	54.70	1.05	61.22	115.92	0.39
J345	76:00:00	49.97	0.90	65.95	115.92	0.33
J347	76:00:00	54.40	0.26	61.52	115.92	0.10
J348	76:00:00	62.18	1.56	50.80	112.98	0.54
J349	76:00:00	36.41	1.09	77.63	114.04	0.38
J241	76:00:00	70.00	0.84	39.42	109.42	0.29
J242	76:00:00	65.00	0.65	44.42	109.42	0.22
J243	76:00:00	60.00	0.18	49.42	109.42	0.06
J244	76:00:00	70.00	1.31	39.29	109.29	0.45
J245	76:00:00	71.00	0.77	38.44	109.44	0.26
J246	76:00:00	55.00	1.26	54.17	109.17	0.43
J247	76:00:00	57.00	0.99	52.25	109.25	0.34
J248	76:00:00	54.00	1.39	55.24	109.24	0.48
J249	76:00:00	50.00	0.03	59.43	109.43	0.01
J142	76:00:00	5.53	0.35	69.95	75.48	0.11
J143	76:00:00	6.30	0.12	69.18	75.48	0.04
J70	76:00:00	70.00	0.18	39.65	109.65	0.06
J144	76:00:00	4.17	0.55	71.30	75.47	0.18
J71	76:00:00	77.00	0.21	32.73	109.73	0.07
J72	76:00:00	75.00	4.02e-04	34.70	109.70	1.38e-04
J73	76:00:00	80.00	0.89	29.73	109.73	0.31
J74	76:00:00	75.00	1.10	34.70	109.70	0.38
J76	76:00:00	70.00	0.91	39.63	109.63	0.31
J77	76:00:00	76.00	1.38	33.70	109.70	0.47
J78	76:00:00	60.56	0.14	45.17	105.73	0.05
J350	76:00:00	33.82	0.32	82.15	115.97	0.12
J351	76:00:00	25.51	1.13	88.53	114.04	0.39
J352	76:00:00	47.55	0.76	67.11	114.66	0.26
J353	76:00:00	22.64	0.60	91.91	114.55	0.21
J354	76:00:00	18.68	0.25	95.87	114.55	0.09
J355	76:00:00	28.87	1.17	84.70	113.57	0.41
J358	76:00:00	22.30	1.55	90.60	112.90	0.54
J359	76:00:00	17.57	0.88	95.23	112.80	0.31
J250	76:00:00	67.00	0.15	42.44	109.44	0.05
J251	76:00:00	75.19	1.26	68.68	143.87	0.46
J252	76:00:00	83.82	0.67	60.05	143.87	0.24
J253	76:00:00	74.69	0.77	65.32	140.01	0.28
J254	76:00:00	74.59	0.82	65.42	140.01	0.30
J257	76:00:00	105.58	0.35	38.25	143.83	0.12
J154	76:00:00	43.69	0.55	47.44	91.13	0.17
J155	76:00:00	44.41	0.16	46.68	91.09	0.05
J82	76:00:00	70.87	0.98	34.92	105.79	0.34
J156	76:00:00	56.16	0.28	35.32	91.48	0.09
J83	76:00:00	61.07	1.55	45.92	106.99	0.54
J84	76:00:00	43.82	0.16	65.59	109.41	0.06
J85	76:00:00	45.00	0.74	64.42	109.42	0.25
J159	76:00:00	37.41	0.45	52.26	89.67	0.14
J86	76:00:00	50.00	1.45	59.41	109.41	0.50
J87	76:00:00	42.63	1.25	66.78	109.41	0.43
J89	76:00:00	68.29	0.45	71.72	140.01	0.16
J360	76:00:00	20.71	1.12	92.01	112.72	0.39
J361	76:00:00	26.67	0.43	87.11	113.78	0.15
J362	76:00:00	43.66	0.15	71.93	115.59	0.05
J363	76:00:00	72.23	0.00	72.88	145.11	0.00
J364	76:00:00	65.00	0.00	79.62	144.62	0.00
J365	76:00:00	29.83	1.32	43.94	73.77	0.42
J366	76:00:00	14.46	0.50	59.39	73.85	0.16
J1208	76:00:00	42.74	0.39	73.12	115.86	0.14
J367	76:00:00	13.60	0.80	60.17	73.77	0.25
J369	76:00:00	20.27	0.42	53.52	73.79	0.13
J160	76:00:00	43.69	0.57	47.38	91.07	0.18
J161	76:00:00	22.81	0.07	58.95	81.76	0.02
J162	76:00:00	36.88	0.80	44.88	81.76	0.26
J163	76:00:00	16.20	0.34	65.57	81.77	0.11
J164	76:00:00	17.34	1.44	64.42	81.76	0.46
J91	76:00:00	64.09	0.98	75.92	140.01	0.35
J165	76:00:00	16.69	1.26	65.08	81.77	0.40
J166	76:00:00	23.95	1.55	57.81	81.76	0.49
J167	76:00:00	23.91	0.55	57.85	81.76	0.18
J94	76:00:00	30.75	0.90	85.08	115.83	0.33
J95	76:00:00	22.56	0.13	57.65	80.21	0.04
J96	76:00:00	30.00	1.06	50.20	80.20	0.34
J97	76:00:00	34.19	0.68	45.99	80.18	0.22
J976	76:00:00	6.30	1.60	69.18	75.48	0.51
J571	76:00:00	77.11	0.19	64.31	141.42	0.07
J572	76:00:00	76.40	1.54	65.02	141.42	0.56
J573	76:00:00	81.62	1.03	58.40	140.02	0.37
J574	76:00:00	67.36	0.58	72.64	140.00	0.21
J575	76:00:00	75.27	0.25	65.94	141.21	0.09
J576	76:00:00	80.80	0.80	60.66	141.46	0.29
J370	76:00:00	20.46	0.37	53.29	73.75	0.12
J371	76:00:00	68.81	0.00	75.65	144.46	0.00
J372	76:00:00	23.20	0.22	50.23	73.43	0.07
J373	76:00:00	27.22	0.05	46.21	73.43	0.02
J374	76:00:00	13.70	0.58	59.73	73.43	0.18
J375	76:00:00	22.72	0.91	50.71	73.43	0.29
J376	76:00:00	12.18	1.54	61.19	73.37	0.49
J377	76:00:00	13.12	0.90	60.31	73.43	0.29
J1219	76:00:00	14.48	0.68	66.11	80.59	0.22
J379	76:00:00	10.25	1.41	63.02	73.27	0.45
J171	76:00:00	8.81	1.38	72.27	81.08	0.44
J172	76:00:00	6.25	1.12	74.99	81.24	0.36
J173	76:00:00	13.00	1.20	68.73	81.73	0.38
J174	76:00:00	6.11	1.66	75.26	81.37	0.53
J175	76:00:00	6.84	0.57	74.53	81.37	0.18
J177	76:00:00	13.14	0.83	68.41	81.55	0.26
J179	76:00:00	15.01	0.69	65.57	80.58	0.22
J580	76:00:00	113.08	1.16	23.33	136.41	0.42
J486	76:00:00	86.11	0.30	54.35	140.46	0.11
J487	76:00:00	79.00	0.70	61.37	140.37	0.25
J488	76:00:00	89.16	0.91	51.40	140.56	0.33
J489	76:00:00	85.02	1.36	55.45	140.47	0.49
J381	76:00:00	36.02	0.90	77.96	113.98	0.31
J1223	76:00:00	3.48	0.71	70.03	73.51	0.23
J382	76:00:00	70.42	0.85	42.32	112.74	0.29
J384	76:00:00	42.51	0.00	73.45	115.96	0.00
J385	76:00:00	76.60	0.00	67.33	143.93	0.00
J180	76:00:00	8.77	0.82	72.32	81.09	0.26
J181	76:00:00	10.94	1.13	70.74	81.68	0.36
J1024	76:00:00	5.83	1.48	69.65	75.48	0.47
J183	76:00:00	13.28	0.62	67.78	81.06	0.20
J1025	76:00:00	8.61	0.50	66.87	75.48	0.16
J186	76:00:00	9.38	0.49	71.52	80.90	0.16
J187	76:00:00	9.81	0.25	71.25	81.06	0.08
J188	76:00:00	8.51	0.88	72.08	80.59	0.28
J189	76:00:00	7.58	0.37	73.01	80.59	0.12
J490	76:00:00	103.84	0.97	36.71	140.55	0.35
J491	76:00:00	76.93	0.61	64.47	141.40	0.22
J492	76:00:00	94.67	1.46	45.67	140.34	0.53
J493	76:00:00	77.62	0.80	63.08	140.70	0.29
J494	76:00:00	112.76	0.32	28.18	140.94	0.11
J495	76:00:00	91.15	1.14	50.17	141.32	0.41
J496	76:00:00	106.34	1.25	34.74	141.08	0.45
J497	76:00:00	112.63	1.02	24.04	136.67	0.37
J498	76:00:00	90.12	1.30	51.19	141.31	0.47
J500	76:00:00	75.52	0.27	60.64	136.16	0.10
J499	76:00:00	72.24	1.35	63.92	136.16	0.49
J501	76:00:00	80.97	0.34	55.24	136.21	0.12
J502	76:00:00	80.99	1.59	55.16	136.15	0.58
J503	76:00:00	99.65	0.11	36.57	136.22	0.04
J504	76:00:00	66.71	0.10	69.45	136.16	0.04
J394	76:00:00	70.53	0.00	76.40	146.93	0.00
J509	76:00:00	99.94	0.63	36.24	136.18	0.23
J399	76:00:00	75.00	0.00	71.93	146.93	0.00
J401	76:00:00	70.00	0.00	76.93	146.93	0.00
J406	76:00:00	71.74	0.00	75.19	146.93	0.00
J295	76:00:00	56.42	0.29	49.31	105.73	0.10
J407	76:00:00	68.00	0.00	78.93	146.93	0.00
J296	76:00:00	30.91	1.19	74.73	105.64	0.41
J408	76:00:00	7.93	0.89	67.67	75.60	0.28
J297	76:00:00	99.05	0.94	6.28	105.33	0.32
J298	76:00:00	77.46	0.36	28.54	106.00	0.13
J191	76:00:00	5.76	0.78	74.83	80.59	0.25
J303	76:00:00	50.42	1.24	56.51	106.93	0.43
J192	76:00:00	12.40	1.25	70.71	83.11	0.40
J193	76:00:00	12.99	0.66	70.12	83.11	0.21
J305	76:00:00	47.11	1.51	59.82	106.93	0.52
J194	76:00:00	13.46	1.24	68.29	81.75	0.40
J195	76:00:00	15.39	0.15	65.20	80.59	0.05
