		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J101	124:00:00	28.65	0.72	51.10	79.75	0.26
J102	124:00:00	46.96	1.57	33.78	80.74	0.56
J109	124:00:00	17.47	0.20	62.27	79.74	0.07
J1	124:00:00	16.82	1.08	65.52	82.34	0.38
J2	124:00:00	11.97	0.58	69.24	81.21	0.21
J3	124:00:00	29.02	0.17	45.25	74.27	0.06
J4	124:00:00	20.88	0.31	53.46	74.34	0.11
J5	124:00:00	22.75	0.13	51.72	74.47	0.05
J6	124:00:00	15.25	0.72	58.84	74.09	0.26
J7	124:00:00	24.91	1.60	49.23	74.14	0.57
J8	124:00:00	31.17	0.90	43.01	74.18	0.32
J9	124:00:00	31.89	0.82	42.35	74.24	0.29
J10	124:00:00	14.62	1.62	58.76	73.38	0.58
J11	124:00:00	18.43	0.36	56.76	75.19	0.13
J12	124:00:00	29.27	0.63	44.78	74.05	0.22
J13	124:00:00	32.04	0.66	41.75	73.79	0.23
J14	124:00:00	37.91	0.00	33.86	71.77	0.00
J15	124:00:00	102.84	0.00	30.62	133.46	0.00
J16	124:00:00	88.89	0.00	44.57	133.46	0.00
J17	124:00:00	82.75	0.00	50.71	133.46	0.00
J18	124:00:00	84.96	0.00	48.50	133.46	0.00
J19	124:00:00	90.94	0.00	42.52	133.46	0.00
J20	124:00:00	80.00	0.00	53.46	133.46	0.00
J21	124:00:00	80.00	0.00	53.46	133.46	0.00
J22	124:00:00	82.74	0.00	50.73	133.47	0.00
J23	124:00:00	75.96	0.00	57.50	133.46	0.00
J25	124:00:00	94.13	0.11	39.13	133.26	0.04
J26	124:00:00	76.35	1.26	56.91	133.26	0.47
J27	124:00:00	82.08	1.17	51.18	133.26	0.44
J28	124:00:00	45.00	0.83	39.99	84.99	0.31
J29	124:00:00	49.00	0.26	35.99	84.99	0.10
J30	124:00:00	72.01	0.37	61.25	133.26	0.14
J31	124:00:00	69.78	0.54	63.48	133.26	0.20
J32	124:00:00	45.00	1.31	39.99	84.99	0.49
J33	124:00:00	48.00	0.08	36.99	84.99	0.03
J34	124:00:00	50.00	0.86	34.99	84.99	0.32
J35	124:00:00	67.78	1.26	65.48	133.26	0.47
J36	124:00:00	51.08	1.33	33.91	84.99	0.50
J37	124:00:00	66.19	0.54	67.11	133.30	0.20
J38	124:00:00	47.00	1.62	37.99	84.99	0.61
J24	124:00:00	34.53	1.34	39.05	73.58	0.48
J39	124:00:00	45.88	1.12	27.25	73.13	0.40
J40	124:00:00	12.80	1.51	61.29	74.09	0.54
J123	124:00:00	38.41	1.46	77.62	116.03	0.49
J140	124:00:00	39.94	0.69	76.09	116.03	0.23
J141	124:00:00	41.45	0.21	74.58	116.03	0.07
J157	124:00:00	31.49	1.59	84.54	116.03	0.53
J158	124:00:00	25.88	1.33	90.15	116.03	0.45
J168	124:00:00	40.21	1.16	75.82	116.03	0.39
J170	124:00:00	46.87	0.67	69.16	116.03	0.22
J176	124:00:00	50.64	0.03	65.39	116.03	9.11e-03
J178	124:00:00	58.87	0.28	57.16	116.03	0.09
J184	124:00:00	56.09	0.27	59.94	116.03	0.09
J185	124:00:00	43.71	0.85	72.33	116.04	0.29
J190	124:00:00	58.49	0.68	57.63	116.12	0.23
J197	124:00:00	41.86	0.18	74.36	116.22	0.06
J213	124:00:00	52.07	0.46	64.05	116.12	0.15
J215	124:00:00	75.76	1.07	40.35	116.11	0.36
J216	124:00:00	53.06	1.42	63.19	116.25	0.47
J227	124:00:00	52.89	0.83	63.31	116.20	0.28
J238	124:00:00	44.16	0.31	72.02	116.18	0.10
J239	124:00:00	43.49	1.49	72.69	116.18	0.50
J255	124:00:00	35.31	0.62	80.86	116.17	0.21
J256	124:00:00	40.00	0.00	76.18	116.18	0.00
J258	124:00:00	51.24	1.28	64.96	116.20	0.43
J260	124:00:00	32.53	0.36	83.62	116.15	0.12
J265	124:00:00	50.87	0.74	65.27	116.14	0.25
J266	124:00:00	39.83	0.39	76.32	116.15	0.13
J267	124:00:00	22.31	1.46	81.09	103.40	0.50
J61	124:00:00	72.00	1.02	37.54	109.54	0.37
J92	124:00:00	72.00	0.62	37.52	109.52	0.23
J268	124:00:00	69.68	0.65	34.20	103.88	0.22
J278	124:00:00	104.29	1.43	31.00	135.29	0.54
J281	124:00:00	83.72	0.98	51.54	135.26	0.36
J283	124:00:00	94.06	1.55	41.20	135.26	0.58
J284	124:00:00	77.38	0.86	57.88	135.26	0.32
J136	124:00:00	81.80	0.55	50.73	132.53	0.21
J137	124:00:00	9.11	1.45	72.55	81.66	0.52
J145	124:00:00	47.46	0.43	68.57	116.03	0.14
J118	124:00:00	75.00	0.43	34.70	109.70	0.16
J52	124:00:00	54.70	0.30	48.84	103.54	0.10
J81	124:00:00	50.00	0.58	34.97	84.97	0.22
J88	124:00:00	45.00	4.18e-03	40.00	85.00	1.56e-03
J90	124:00:00	84.00	1.24	49.39	133.39	0.46
J93	124:00:00	65.00	4.20	68.30	133.30	1.57
J147	124:00:00	68.00	0.46	65.52	133.52	0.17
J148	124:00:00	50.00	1.17	44.50	94.50	0.44
J149	124:00:00	40.00	0.67	54.51	94.51	0.25
J150	124:00:00	60.00	1.35	34.49	94.49	0.51
J151	124:00:00	60.00	1.24	72.40	132.40	0.46
J152	124:00:00	32.00	0.73	49.57	81.57	0.27
J153	124:00:00	60.00	0.13	72.40	132.40	0.05
J169	124:00:00	42.00	0.68	40.00	82.00	0.26
J182	124:00:00	40.00	0.57	42.00	82.00	0.21
J222	124:00:00	32.00	1.18	49.58	81.58	0.44
J224	124:00:00	37.00	0.52	44.58	81.58	0.19
J230	124:00:00	30.00	1.33	73.64	103.64	0.46
J235	124:00:00	53.00	0.25	50.65	103.65	0.09
J240	124:00:00	87.00	0.99	49.01	136.01	0.37
J269	124:00:00	56.00	0.00	35.91	91.91	0.00
J273	124:00:00	56.00	0.00	35.92	91.92	0.00
J274	124:00:00	56.00	0.00	35.91	91.91	0.00
J276	124:00:00	56.00	0.00	2.98	58.98	0.00
J280	124:00:00	56.00	0.00	2.98	58.98	0.00
J285	124:00:00	56.00	0.00	2.97	58.97	0.00
J287	124:00:00	40.00	0.00	31.57	71.57	0.00
J288	124:00:00	40.00	0.00	31.57	71.57	0.00
J289	124:00:00	40.00	0.00	31.57	71.57	0.00
J290	124:00:00	40.00	0.00	31.57	71.57	0.00
J291	124:00:00	65.00	0.00	68.46	133.46	0.00
J292	124:00:00	40.00	0.00	76.18	116.18	0.00
J299	124:00:00	40.00	0.00	31.57	71.57	0.00
J300	124:00:00	40.00	0.00	31.57	71.57	0.00
J301	124:00:00	44.00	0.00	30.26	74.26	0.00
J302	124:00:00	44.00	0.00	30.26	74.26	0.00
J304	124:00:00	44.00	0.00	65.27	109.27	0.00
J306	124:00:00	44.00	0.00	65.27	109.27	0.00
J307	124:00:00	44.00	0.00	30.26	74.26	0.00
J309	124:00:00	44.00	0.00	30.26	74.26	0.00
J317	124:00:00	44.00	0.00	59.55	103.55	0.00
J323	124:00:00	44.00	0.00	59.55	103.55	0.00
R1	124:00:00	59.00	0.00	0.00	59.00	-189.06
T3	124:00:00	112.90	0.00	4.76	117.66	-7.89
T1	124:00:00	71.50	0.00	0.88	72.38	80.21
T7	124:00:00	102.00	0.00	2.72	104.72	-9.77
T6	124:00:00	101.50	0.00	5.02	106.52	-4.01
T5	124:00:00	105.80	0.00	4.36	110.16	-12.42
T2	124:00:00	65.00	0.00	3.17	68.17	70.45
T4	124:00:00	132.50	0.00	3.82	136.32	-25.03
J511	125:00:00	105.08	1.18	30.82	135.90	0.42
J411	125:00:00	8.95	0.89	65.58	74.53	0.30
J414	125:00:00	34.36	0.97	37.02	71.38	0.33
J415	125:00:00	65.00	0.00	89.20	154.20	0.00
J416	125:00:00	42.60	0.00	103.90	146.50	0.00
J417	125:00:00	37.38	1.29	32.95	70.33	0.44
J418	125:00:00	37.39	0.00	32.42	69.81	0.00
J419	125:00:00	40.50	0.00	28.88	69.38	0.00
J310	125:00:00	51.84	1.36	56.00	107.84	0.47
J311	125:00:00	55.95	1.18	51.90	107.85	0.41
J312	125:00:00	68.48	0.08	38.08	106.56	0.03
J313	125:00:00	67.66	0.69	38.90	106.56	0.24
J314	125:00:00	14.94	1.44	58.57	73.51	0.49
J315	125:00:00	16.03	1.32	57.45	73.48	0.45
J316	125:00:00	12.98	0.62	60.22	73.20	0.21
J318	125:00:00	53.67	1.60	53.50	107.17	0.56
J319	125:00:00	39.29	1.45	67.88	107.17	0.51
J210	125:00:00	7.01	0.09	66.28	73.29	0.03
J211	125:00:00	11.27	1.58	62.01	73.28	0.54
J212	125:00:00	7.87	0.61	65.44	73.31	0.21
J214	125:00:00	8.67	0.87	64.94	73.61	0.30
J217	125:00:00	10.98	1.28	62.20	73.18	0.43
J218	125:00:00	7.68	0.09	65.62	73.30	0.03
J219	125:00:00	52.00	0.99	56.93	108.93	0.35
J110	125:00:00	15.92	0.78	63.97	79.89	0.26
J420	125:00:00	39.99	0.00	29.57	69.56	0.00
J421	125:00:00	37.09	1.04	33.08	70.17	0.35
J422	125:00:00	38.81	0.00	31.00	69.81	0.00
J1153	125:00:00	22.14	0.44	51.21	73.35	0.15
J1154	125:00:00	14.61	0.47	58.85	73.46	0.16
J1155	125:00:00	15.54	1.38	57.90	73.44	0.47
J425	125:00:00	64.42	0.00	81.68	146.10	0.00
J426	125:00:00	72.71	0.00	73.09	145.80	0.00
J1157	125:00:00	22.21	1.64	51.14	73.35	0.56
J427	125:00:00	67.65	0.00	78.82	146.47	0.00
J1158	125:00:00	28.25	0.38	45.21	73.46	0.13
J428	125:00:00	16.20	1.16	55.96	72.16	0.39
J429	125:00:00	12.56	1.63	59.64	72.20	0.55
J320	125:00:00	46.73	0.41	61.70	108.43	0.14
J321	125:00:00	44.59	0.89	63.81	108.40	0.31
J322	125:00:00	48.02	0.18	60.38	108.40	0.06
J324	125:00:00	42.38	1.67	66.02	108.40	0.58
J1056	125:00:00	7.64	1.13	66.36	74.00	0.38
J327	125:00:00	49.68	0.03	59.01	108.69	9.12e-03
J1058	125:00:00	13.58	0.96	59.27	72.85	0.32
J328	125:00:00	45.69	0.17	63.29	108.98	0.06
J329	125:00:00	44.05	0.17	71.51	115.56	0.06
J220	125:00:00	80.00	1.33	28.91	108.91	0.47
J221	125:00:00	97.07	0.47	8.89	105.96	0.17
J225	125:00:00	13.33	0.08	59.82	73.15	0.03
J226	125:00:00	11.10	0.49	61.96	73.06	0.17
J50	125:00:00	71.80	0.64	34.24	106.04	0.22
J51	125:00:00	77.42	0.50	28.60	106.02	0.17
J53	125:00:00	85.00	1.58	24.60	109.60	0.56
J54	125:00:00	80.00	1.63	29.28	109.28	0.58
J128	125:00:00	85.26	0.67	54.42	139.68	0.24
J55	125:00:00	71.00	0.46	38.33	109.33	0.16
J129	125:00:00	62.85	0.27	76.61	139.46	0.09
J56	125:00:00	72.00	0.27	37.25	109.25	0.10
J57	125:00:00	59.00	1.08	50.05	109.05	0.38
J58	125:00:00	76.00	0.68	33.34	109.34	0.24
J59	125:00:00	57.00	0.69	52.02	109.02	0.24
J1160	125:00:00	24.91	1.19	48.10	73.01	0.40
J1161	125:00:00	25.25	0.54	47.75	73.00	0.18
J431	125:00:00	16.90	1.06	56.46	73.36	0.36
J432	125:00:00	19.88	0.35	53.24	73.12	0.12
J433	125:00:00	27.35	0.31	45.69	73.04	0.10
J434	125:00:00	16.48	0.97	57.73	74.21	0.33
J435	125:00:00	12.15	0.13	61.99	74.14	0.05
J436	125:00:00	17.68	0.76	54.58	72.26	0.26
J438	125:00:00	10.43	1.51	63.98	74.41	0.51
J1169	125:00:00	55.42	0.44	60.14	115.56	0.16
J439	125:00:00	17.78	1.31	54.32	72.10	0.44
J330	125:00:00	58.25	0.63	49.22	107.47	0.22
J331	125:00:00	59.26	0.48	48.14	107.40	0.17
J332	125:00:00	44.18	1.32	27.05	71.23	0.45
J333	125:00:00	25.70	1.05	46.51	72.21	0.36
J334	125:00:00	29.28	1.05	42.92	72.20	0.35
J335	125:00:00	25.08	0.71	47.18	72.26	0.24
J336	125:00:00	23.81	0.16	48.55	72.36	0.06
J337	125:00:00	22.11	0.94	51.01	73.12	0.32
J231	125:00:00	71.90	1.16	40.94	112.84	0.40
J232	125:00:00	69.81	1.52	43.03	112.84	0.53
J233	125:00:00	74.23	0.00	68.61	142.84	0.00
J234	125:00:00	64.06	0.03	77.64	141.70	0.01
J236	125:00:00	58.00	0.91	50.66	108.66	0.32
J237	125:00:00	73.14	1.53	35.52	108.66	0.54
J130	125:00:00	54.52	0.72	40.00	94.52	0.25
J131	125:00:00	88.05	1.13	51.67	139.72	0.40
J132	125:00:00	74.55	0.84	66.01	140.56	0.30
J133	125:00:00	69.58	0.86	70.97	140.55	0.30
J60	125:00:00	55.00	0.77	53.95	108.95	0.27
J134	125:00:00	80.70	0.59	60.44	141.14	0.21
J135	125:00:00	70.00	0.67	71.39	141.39	0.24
J62	125:00:00	60.00	0.45	49.02	109.02	0.16
J64	125:00:00	82.00	0.09	27.67	109.67	0.03
J65	125:00:00	82.00	0.41	27.67	109.67	0.14
J66	125:00:00	72.00	1.63	37.11	109.11	0.58
J67	125:00:00	81.00	0.10	28.34	109.34	0.04
J68	125:00:00	73.00	0.65	36.19	109.19	0.23
J69	125:00:00	71.00	0.61	38.18	109.18	0.21
J1170	125:00:00	54.54	0.82	61.02	115.56	0.31
J441	125:00:00	69.00	0.00	77.53	146.53	0.00
J444	125:00:00	29.46	0.79	44.08	73.54	0.27
J341	125:00:00	14.89	0.43	58.06	72.95	0.14
J344	125:00:00	54.70	1.05	60.86	115.56	0.39
J345	125:00:00	49.97	0.90	65.59	115.56	0.34
J347	125:00:00	54.40	0.26	61.16	115.56	0.10
J348	125:00:00	62.18	1.56	50.89	113.07	0.54
J349	125:00:00	36.41	1.09	77.72	114.13	0.38
J241	125:00:00	70.00	0.84	38.94	108.94	0.30
J242	125:00:00	65.00	0.65	43.94	108.94	0.23
J243	125:00:00	60.00	0.18	48.94	108.94	0.06
J244	125:00:00	70.00	1.31	38.80	108.80	0.46
J245	125:00:00	71.00	0.77	37.96	108.96	0.27
J246	125:00:00	55.00	1.26	53.68	108.68	0.44
J247	125:00:00	57.00	0.99	51.76	108.76	0.35
J248	125:00:00	54.00	1.39	54.76	108.76	0.49
J249	125:00:00	50.00	0.03	58.95	108.95	0.01
J142	125:00:00	5.53	0.35	69.62	75.15	0.12
J143	125:00:00	6.30	0.12	68.85	75.15	0.04
J70	125:00:00	70.00	0.18	39.18	109.18	0.06
J144	125:00:00	4.17	0.55	70.97	75.14	0.19
J71	125:00:00	77.00	0.21	32.26	109.26	0.08
J72	125:00:00	75.00	4.02e-04	34.24	109.24	1.42e-04
J73	125:00:00	80.00	0.89	29.27	109.27	0.32
J74	125:00:00	75.00	1.10	34.24	109.24	0.39
J76	125:00:00	70.00	0.91	39.17	109.17	0.32
J77	125:00:00	76.00	1.38	33.24	109.24	0.49
J78	125:00:00	60.56	0.14	45.43	105.99	0.05
J350	125:00:00	33.82	0.32	81.80	115.62	0.12
J351	125:00:00	25.51	1.13	88.63	114.14	0.39
J352	125:00:00	47.55	0.76	67.21	114.76	0.26
J353	125:00:00	22.64	0.60	92.01	114.65	0.21
J354	125:00:00	18.68	0.25	95.97	114.65	0.09
J355	125:00:00	28.87	1.17	84.79	113.66	0.41
J358	125:00:00	22.30	1.55	90.68	112.98	0.54
J359	125:00:00	17.57	0.88	95.31	112.88	0.31
J250	125:00:00	67.00	0.15	41.96	108.96	0.05
J251	125:00:00	75.19	1.26	68.30	143.49	0.45
J252	125:00:00	83.82	0.67	59.67	143.49	0.24
J253	125:00:00	74.69	0.77	64.96	139.65	0.27
J254	125:00:00	74.59	0.82	65.06	139.65	0.29
J257	125:00:00	105.58	0.35	37.87	143.45	0.12
J154	125:00:00	43.69	0.55	47.20	90.89	0.19
J155	125:00:00	44.41	0.16	46.45	90.86	0.05
J82	125:00:00	70.87	0.98	35.19	106.06	0.34
J156	125:00:00	56.16	0.28	35.08	91.24	0.10
J83	125:00:00	61.07	1.55	46.15	107.22	0.54
J84	125:00:00	43.82	0.16	65.12	108.94	0.06
J85	125:00:00	45.00	0.74	63.94	108.94	0.26
J159	125:00:00	37.41	0.45	52.01	89.42	0.15
J86	125:00:00	50.00	1.45	58.93	108.93	0.51
J87	125:00:00	42.63	1.25	66.31	108.94	0.44
J89	125:00:00	68.29	0.45	71.36	139.65	0.16
J360	125:00:00	20.71	1.12	92.09	112.80	0.39
J361	125:00:00	26.67	0.43	87.20	113.87	0.15
J362	125:00:00	43.66	0.15	72.04	115.70	0.05
J363	125:00:00	72.23	0.00	72.49	144.72	0.00
J364	125:00:00	65.00	0.00	79.23	144.23	0.00
J365	125:00:00	29.83	1.32	43.67	73.50	0.45
J366	125:00:00	14.46	0.50	59.12	73.58	0.17
J1208	125:00:00	42.74	0.39	73.23	115.97	0.14
J367	125:00:00	13.60	0.80	59.90	73.50	0.27
J369	125:00:00	20.27	0.42	53.25	73.52	0.14
J160	125:00:00	43.69	0.57	47.14	90.83	0.19
J161	125:00:00	22.81	0.07	58.64	81.45	0.03
J162	125:00:00	36.88	0.80	44.57	81.45	0.27
J163	125:00:00	16.20	0.34	65.25	81.45	0.12
J164	125:00:00	17.34	1.44	64.11	81.45	0.49
J91	125:00:00	64.09	0.98	75.56	139.65	0.35
J165	125:00:00	16.69	1.26	64.76	81.45	0.43
J166	125:00:00	23.95	1.55	57.50	81.45	0.52
J167	125:00:00	23.91	0.55	57.54	81.45	0.19
J94	125:00:00	30.75	0.90	84.72	115.47	0.34
J95	125:00:00	22.56	0.13	57.33	79.89	0.05
J96	125:00:00	30.00	1.06	49.88	79.88	0.36
J97	125:00:00	34.19	0.68	45.67	79.86	0.23
J976	125:00:00	6.30	1.60	68.85	75.15	0.54
J571	125:00:00	77.11	0.19	63.94	141.05	0.07
J572	125:00:00	76.40	1.54	64.65	141.05	0.55
J573	125:00:00	81.62	1.03	58.04	139.66	0.37
J574	125:00:00	67.36	0.58	72.28	139.64	0.21
J575	125:00:00	75.27	0.25	65.58	140.85	0.09
J576	125:00:00	80.80	0.80	60.30	141.10	0.28
J370	125:00:00	20.46	0.37	53.02	73.48	0.12
J371	125:00:00	68.81	0.00	75.27	144.08	0.00
J372	125:00:00	23.20	0.22	50.00	73.20	0.07
J373	125:00:00	27.22	0.05	45.98	73.20	0.02
J374	125:00:00	13.70	0.58	59.51	73.21	0.19
J375	125:00:00	22.72	0.91	50.49	73.21	0.31
J376	125:00:00	12.18	1.54	60.96	73.14	0.52
J377	125:00:00	13.12	0.90	60.08	73.20	0.30
J1219	125:00:00	14.48	0.68	65.80	80.28	0.23
J379	125:00:00	10.25	1.41	62.78	73.03	0.48
J171	125:00:00	8.81	1.38	71.94	80.75	0.47
J172	125:00:00	6.25	1.12	74.67	80.92	0.38
J173	125:00:00	13.00	1.20	68.42	81.42	0.41
J174	125:00:00	6.11	1.66	74.94	81.05	0.56
J175	125:00:00	6.84	0.57	74.21	81.05	0.19
J177	125:00:00	13.14	0.83	68.09	81.23	0.28
J179	125:00:00	15.01	0.69	65.26	80.27	0.23
J580	125:00:00	113.08	1.16	22.98	136.06	0.41
J486	125:00:00	86.11	0.30	54.00	140.11	0.11
J487	125:00:00	79.00	0.70	61.01	140.01	0.25
J488	125:00:00	89.16	0.91	51.04	140.20	0.32
J489	125:00:00	85.02	1.36	55.09	140.11	0.48
J381	125:00:00	36.02	0.90	78.06	114.08	0.31
J1223	125:00:00	3.48	0.71	69.81	73.29	0.24
J382	125:00:00	70.42	0.85	42.41	112.83	0.30
J384	125:00:00	42.51	0.00	73.56	116.07	0.00
J385	125:00:00	76.60	0.00	66.95	143.55	0.00
J180	125:00:00	8.77	0.82	71.99	80.76	0.28
J181	125:00:00	10.94	1.13	70.42	81.36	0.38
J1024	125:00:00	5.83	1.48	69.32	75.15	0.50
J183	125:00:00	13.28	0.62	67.46	80.74	0.21
J1025	125:00:00	8.61	0.50	66.54	75.15	0.17
J186	125:00:00	9.38	0.49	71.20	80.58	0.17
J187	125:00:00	9.81	0.25	70.93	80.74	0.08
J188	125:00:00	8.51	0.88	71.76	80.27	0.30
J189	125:00:00	7.58	0.37	72.69	80.27	0.13
J490	125:00:00	103.84	0.97	36.35	140.19	0.35
J491	125:00:00	76.93	0.61	64.11	141.04	0.21
J492	125:00:00	94.67	1.46	45.31	139.98	0.52
J493	125:00:00	77.62	0.80	62.72	140.34	0.28
J494	125:00:00	112.76	0.32	27.82	140.58	0.11
J495	125:00:00	91.15	1.14	49.80	140.95	0.40
J496	125:00:00	106.34	1.25	34.37	140.71	0.44
J497	125:00:00	112.63	1.02	23.69	136.32	0.36
J498	125:00:00	90.12	1.30	50.82	140.94	0.46
J500	125:00:00	75.52	0.27	60.29	135.81	0.10
J499	125:00:00	72.24	1.35	63.57	135.81	0.48
J501	125:00:00	80.97	0.34	54.89	135.86	0.12
J502	125:00:00	80.99	1.59	54.81	135.80	0.57
J503	125:00:00	99.65	0.11	36.22	135.87	0.04
J504	125:00:00	66.71	0.10	69.10	135.81	0.04
J394	125:00:00	70.53	0.00	76.00	146.53	0.00
J509	125:00:00	99.94	0.63	35.89	135.83	0.22
J399	125:00:00	75.00	0.00	71.53	146.53	0.00
J401	125:00:00	70.00	0.00	76.53	146.53	0.00
J406	125:00:00	71.74	0.00	74.79	146.53	0.00
J295	125:00:00	56.42	0.29	49.57	105.99	0.10
J407	125:00:00	68.00	0.00	78.53	146.53	0.00
J296	125:00:00	30.91	1.19	74.99	105.90	0.41
J408	125:00:00	7.93	0.89	67.34	75.27	0.30
J297	125:00:00	99.05	0.94	6.56	105.61	0.33
J298	125:00:00	77.46	0.36	28.80	106.26	0.13
J191	125:00:00	5.76	0.78	74.51	80.27	0.26
J303	125:00:00	50.42	1.24	56.75	107.17	0.43
J192	125:00:00	12.40	1.25	70.41	82.81	0.42
J193	125:00:00	12.99	0.66	69.82	82.81	0.22
J305	125:00:00	47.11	1.51	60.05	107.16	0.52
J194	125:00:00	13.46	1.24	67.97	81.43	0.42
J195	125:00:00	15.39	0.15	64.88	80.27	0.05
J196	125:00:00	13.35	1.06	68.10	81.45	0.36
J308	125:00:00	33.24	1.19	38.67	71.91	0.40
J198	125:00:00	18.54	0.03	54.93	73.47	8.84e-03
J200	125:00:00	15.75	0.72	57.72	73.47	0.24
J199	125:00:00	16.26	0.67	57.20	73.46	0.23
J201	125:00:00	44.86	0.46	26.49	71.35	0.16
J202	125:00:00	10.41	1.64	63.17	73.58	0.56
J203	125:00:00	11.03	1.34	62.11	73.14	0.45
J204	125:00:00	21.51	1.16	50.85	72.36	0.39
J205	125:00:00	16.66	0.70	56.87	73.53	0.24
J206	125:00:00	14.12	1.22	59.37	73.49	0.41
J207	125:00:00	18.86	0.46	54.63	73.49	0.16
J208	125:00:00	11.25	0.59	61.93	73.18	0.20
J101	125:00:00	28.65	0.72	50.13	78.78	0.24
J102	125:00:00	46.96	1.57	32.85	79.81	0.53
J109	125:00:00	17.47	0.20	61.30	78.77	0.07
J1	125:00:00	16.82	1.08	64.63	81.45	0.36
J2	125:00:00	11.97	0.58	68.32	80.29	0.20
J3	125:00:00	29.02	0.17	43.98	73.00	0.06
J4	125:00:00	20.88	0.31	52.22	73.10	0.10
J5	125:00:00	22.75	0.13	50.48	73.23	0.04
J6	125:00:00	15.25	0.72	57.60	72.85	0.24
J7	125:00:00	24.91	1.60	47.99	72.90	0.54
J8	125:00:00	31.17	0.90	41.76	72.93	0.31
J9	125:00:00	31.89	0.82	41.09	72.98	0.28
J10	125:00:00	14.62	1.62	57.81	72.43	0.55
J11	125:00:00	18.43	0.36	55.56	73.99	0.12
J12	125:00:00	29.27	0.63	43.34	72.61	0.21
J13	125:00:00	32.04	0.66	40.25	72.29	0.22
J14	125:00:00	37.91	0.00	31.90	69.81	0.00
J15	125:00:00	102.84	0.00	43.69	146.53	0.00
J16	125:00:00	88.89	0.00	57.64	146.53	0.00
J17	125:00:00	82.75	0.00	63.78	146.53	0.00
J18	125:00:00	84.96	0.00	61.57	146.53	0.00
J19	125:00:00	90.94	0.00	55.59	146.53	0.00
J20	125:00:00	80.00	0.00	66.53	146.53	0.00
J21	125:00:00	80.00	0.00	66.53	146.53	0.00
J22	125:00:00	82.74	0.00	60.52	143.26	0.00
J23	125:00:00	75.96	0.00	67.70	143.66	0.00
J25	125:00:00	94.13	0.11	49.23	143.36	0.04
J26	125:00:00	76.35	1.26	67.01	143.36	0.45
J27	125:00:00	82.08	1.17	61.28	143.36	0.41
J28	125:00:00	45.00	0.83	39.99	84.99	0.29
J29	125:00:00	49.00	0.26	35.99	84.99	0.09
J30	125:00:00	72.01	0.37	71.35	143.36	0.13
J31	125:00:00	69.78	0.54	73.58	143.36	0.19
J32	125:00:00	45.00	1.31	39.99	84.99	0.46
J33	125:00:00	48.00	0.08	36.99	84.99	0.03
J34	125:00:00	50.00	0.86	34.99	84.99	0.31
J35	125:00:00	67.78	1.26	75.58	143.36	0.45
J36	125:00:00	51.08	1.33	33.91	84.99	0.47
J37	125:00:00	66.19	0.54	77.21	143.40	0.19
J38	125:00:00	47.00	1.62	37.99	84.99	0.57
J24	125:00:00	34.53	1.34	38.54	73.07	0.45
J39	125:00:00	45.88	1.12	27.04	72.92	0.38
J40	125:00:00	12.80	1.51	60.42	73.22	0.51
J123	125:00:00	38.41	1.46	77.06	115.47	0.55
J140	125:00:00	39.94	0.69	75.53	115.47	0.26
J141	125:00:00	41.45	0.21	74.02	115.47	0.08
J157	125:00:00	31.49	1.59	83.98	115.47	0.60
J158	125:00:00	25.88	1.33	89.59	115.47	0.50
J168	125:00:00	40.21	1.16	75.26	115.47	0.44
J170	125:00:00	46.87	0.67	68.60	115.47	0.25
J176	125:00:00	50.64	0.03	64.83	115.47	0.01
J178	125:00:00	58.87	0.28	56.60	115.47	0.11
J184	125:00:00	56.09	0.27	59.38	115.47	0.10
J185	125:00:00	43.71	0.85	71.77	115.48	0.32
J190	125:00:00	58.49	0.68	57.09	115.58	0.25
J197	125:00:00	41.86	0.18	73.84	115.70	0.07
J213	125:00:00	52.07	0.46	63.51	115.58	0.17
J215	125:00:00	75.76	1.07	39.81	115.57	0.40
J216	125:00:00	53.06	1.42	62.67	115.73	0.53
J227	125:00:00	52.89	0.83	62.79	115.68	0.31
J238	125:00:00	44.16	0.31	71.50	115.66	0.12
J239	125:00:00	43.49	1.49	72.16	115.65	0.56
J255	125:00:00	35.31	0.62	80.34	115.65	0.23
J256	125:00:00	40.00	0.00	75.66	115.66	0.00
J258	125:00:00	51.24	1.28	64.44	115.68	0.48
J260	125:00:00	32.53	0.36	83.09	115.62	0.14
J265	125:00:00	50.87	0.74	64.74	115.61	0.28
J266	125:00:00	39.83	0.39	75.79	115.62	0.15
J267	125:00:00	22.31	1.46	92.34	114.65	0.51
J61	125:00:00	72.00	1.02	37.19	109.19	0.36
J92	125:00:00	72.00	0.62	37.17	109.17	0.22
J268	125:00:00	69.68	0.65	36.31	105.99	0.23
J278	125:00:00	104.29	1.43	31.28	135.57	0.51
J281	125:00:00	83.72	0.98	51.82	135.54	0.35
J283	125:00:00	94.06	1.55	41.48	135.54	0.55
J284	125:00:00	77.38	0.86	58.16	135.54	0.31
J136	125:00:00	81.80	0.55	57.85	139.65	0.20
J137	125:00:00	9.11	1.45	71.65	80.76	0.49
J145	125:00:00	47.46	0.43	68.01	115.47	0.16
J118	125:00:00	75.00	0.43	34.34	109.34	0.15
J52	125:00:00	54.70	0.30	58.37	113.07	0.10
J81	125:00:00	50.00	0.58	34.98	84.98	0.20
J88	125:00:00	45.00	4.18e-03	40.00	85.00	1.48e-03
