		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
P1025	61:00:00	39.18	76.00	97.78	3.41	0.75	16.80	0.04
P1026	61:00:00	45.61	76.00	88.45	2.31	0.51	9.82	0.06
P1027	61:00:00	82.32	51.00	92.01	0.63	0.31	5.72	0.06
P1028	61:00:00	9.57	51.00	86.99	0.02	0.01	0.02	0.11
P1029	61:00:00	122.62	76.00	91.34	0.88	0.19	1.56	0.06
P103	61:00:00	35.98	254.00	79.37	2.76	0.05	0.05	0.08
P1030	61:00:00	95.25	76.00	104.61	1.79	0.39	4.49	0.04
P1031	61:00:00	188.28	152.00	84.37	11.49	0.63	7.13	0.05
P1032	61:00:00	143.29	152.00	98.43	10.64	0.59	4.65	0.04
P1033	61:00:00	128.79	152.00	84.69	10.57	0.58	6.07	0.05
P1034	61:00:00	52.87	203.00	97.42	0.53	0.02	4.55e-03	0.07
P1035	61:00:00	122.47	152.00	97.76	3.59	0.20	0.63	0.05
P1036	61:00:00	83.33	203.00	74.30	9.83	0.30	1.65	0.07
P1039	61:00:00	121.38	203.00	92.14	5.81	0.18	0.42	0.05
P104	61:00:00	33.11	203.00	99.89	0.38	0.01	2.33e-03	0.07
P1040	61:00:00	29.45	152.00	94.69	2.93	0.16	0.46	0.05
P1041	61:00:00	307.54	102.00	112.51	2.57	0.32	1.83	0.04
P1042	61:00:00	84.54	152.00	76.15	2.20	0.12	0.41	0.08
P1044	61:00:00	65.80	203.00	100.22	13.03	0.40	1.60	0.04
P1045	61:00:00	68.63	203.00	118.82	13.36	0.41	1.22	0.03
P106	61:00:00	270.38	102.00	63.55	1.07	0.13	1.04	0.12
P107	61:00:00	357.00	203.00	80.51	2.72	0.08	0.13	0.07
P108	61:00:00	183.53	203.00	78.72	0.57	0.02	7.70e-03	0.10
P109	61:00:00	218.52	203.00	76.89	3.50	0.11	0.23	0.08
P11	61:00:00	83.45	101.60	96.83	1.07	0.13	0.48	0.06
P110	61:00:00	425.83	508.00	98.99	98.09	0.48	0.79	0.03
P111	61:00:00	126.36	152.00	72.41	0.47	0.03	0.03	0.11
P112	61:00:00	646.98	305.00	68.60	1.57	0.02	8.86e-03	0.11
P113	61:00:00	310.73	152.00	85.35	3.89	0.21	0.94	0.06
P115	61:00:00	99.88	102.00	91.23	8.45	1.03	24.41	0.05
P116	61:00:00	204.54	152.00	93.47	1.39	0.08	0.12	0.06
P117	61:00:00	104.00	102.00	67.96	3.88	0.47	9.94	0.09
P118	61:00:00	115.91	102.00	84.67	1.61	0.20	1.30	0.07
P119	61:00:00	64.88	305.00	78.14	0.26	3.52e-03	2.43e-04	0.12
P12	61:00:00	85.24	406.00	89.66	77.54	0.60	1.83	0.04
P120	61:00:00	91.40	102.00	88.39	3.54	0.43	5.18	0.06
P121	61:00:00	42.23	152.00	100.37	0.46	0.03	0.01	0.06
P122	61:00:00	45.06	305.00	78.98	10.54	0.14	0.23	0.07
P123	61:00:00	51.21	152.00	61.06	2.35	0.13	0.69	0.12
P124	61:00:00	99.09	102.00	78.83	0.80	0.10	0.40	0.08
P125	61:00:00	193.35	508.00	84.74	4.90	0.02	4.10e-03	0.07
P126	61:00:00	109.60	76.00	89.74	0.85	0.19	1.49	0.06
P127	61:00:00	87.22	102.00	73.68	1.28	0.16	1.10	0.09
P128	61:00:00	165.63	102.00	90.95	0.83	0.10	0.34	0.06
P129	61:00:00	79.59	102.00	78.07	0.62	0.08	0.26	0.09
P13	61:00:00	62.56	406.00	83.04	83.26	0.64	2.40	0.05
P130	61:00:00	56.79	76.00	70.71	1.32	0.29	5.24	0.09
P131	61:00:00	86.50	76.00	74.73	0.32	0.07	0.34	0.10
P132	61:00:00	67.35	76.00	88.54	0.98	0.22	1.99	0.06
P134	61:00:00	68.79	76.00	78.57	1.45	0.32	5.12	0.08
P136	61:00:00	241.77	102.00	75.73	1.53	0.19	1.46	0.08
P138	61:00:00	19.28	254.00	72.49	42.31	0.83	8.67	0.06
P139	61:00:00	73.66	406.00	68.72	77.13	0.60	2.96	0.07
P14	61:00:00	151.39	406.00	72.01	84.18	0.65	3.20	0.06
P140	61:00:00	222.30	102.00	107.83	0.86	0.10	0.26	0.05
P141	61:00:00	169.94	102.00	103.79	1.65	0.20	0.93	0.05
P142	61:00:00	16.61	152.40	85.39	2.74	0.15	0.48	0.06
P144	61:00:00	130.79	76.00	99.92	2.41	0.53	8.44	0.04
P147	61:00:00	60.08	203.00	92.84	0.78	0.02	0.01	0.07
P148	61:00:00	561.69	305.00	96.44	37.08	0.51	1.64	0.04
P15	61:00:00	395.29	406.00	90.48	84.96	0.66	2.13	0.04
P150	61:00:00	93.19	152.00	103.15	0.64	0.04	0.02	0.06
P154	61:00:00	170.64	152.00	108.83	17.99	0.99	10.22	0.03
P155	61:00:00	59.38	101.60	105.71	6.52	0.80	11.71	0.04
P156	61:00:00	80.34	102.00	110.87	0.18	0.02	0.01	0.06
P157	61:00:00	232.93	102.00	102.90	1.82	0.22	1.13	0.05
P158	61:00:00	69.88	76.00	105.07	0.83	0.18	1.06	0.05
P159	61:00:00	118.78	203.00	80.15	3.01	0.09	0.16	0.07
P16	61:00:00	252.34	102.00	97.25	4.90	0.60	7.90	0.04
P160	61:00:00	68.68	76.00	104.63	1.63	0.36	3.78	0.04
P161	61:00:00	40.31	76.00	90.01	3.19	0.70	17.22	0.05
P162	61:00:00	190.67	152.00	98.76	24.48	1.35	21.65	0.04
P163	61:00:00	67.74	203.00	94.23	1.24	0.04	0.02	0.06
P165	61:00:00	143.81	305.00	92.93	37.06	0.51	1.76	0.04
P166	61:00:00	235.00	101.60	93.60	4.21	0.52	6.54	0.05
P17	61:00:00	32.42	508.00	77.28	85.77	0.42	0.97	0.05
P174	61:00:00	278.59	102.00	89.32	1.16	0.14	0.64	0.06
P177	61:00:00	56.80	102.00	100.61	1.01	0.12	0.40	0.05
P18	61:00:00	283.30	508.00	100.30	82.59	0.41	0.56	0.03
P184	61:00:00	59.38	101.60	95.91	8.78	1.08	24.35	0.04
P19	61:00:00	750.87	508.00	97.70	10.99	0.05	0.01	0.05
P195	61:00:00	144.33	76.00	80.63	1.23	0.27	3.63	0.07
P2	61:00:00	295.25	203.00	62.05	5.04	0.16	0.67	0.11
P20	61:00:00	579.67	508.00	89.67	2.88	0.01	1.38e-03	0.07
P201	61:00:00	102.19	76.00	96.63	1.03	0.23	1.88	0.05
P21	61:00:00	176.48	406.00	86.69	26.07	0.20	0.26	0.05
P211	61:00:00	202.33	76.00	84.05	0.80	0.18	1.52	0.07
P215	61:00:00	140.76	254.00	81.42	22.86	0.45	2.23	0.05
P218	61:00:00	54.55	102.00	81.77	0.91	0.11	0.49	0.08
P219	61:00:00	67.98	102.00	86.84	0.46	0.06	0.12	0.08
P22	61:00:00	567.30	406.00	81.11	117.02	0.90	4.72	0.05
P220	61:00:00	68.33	76.00	93.74	0.91	0.20	1.57	0.06
P223	61:00:00	108.98	203.00	93.22	0.98	0.03	0.02	0.07
P225	61:00:00	120.77	102.00	92.69	0.12	0.01	8.89e-03	0.08
P228	61:00:00	42.72	76.00	99.29	1.58	0.35	3.93	0.05
P23	61:00:00	316.91	508.00	77.16	115.70	0.57	1.70	0.05
P230	61:00:00	114.61	76.00	77.40	1.56	0.34	6.10	0.08
P231	61:00:00	12.21	76.00	98.42	1.14	0.25	2.17	0.05
P233	61:00:00	58.66	76.00	97.30	0.72	0.16	0.96	0.06
P234	61:00:00	41.63	76.00	87.21	1.45	0.32	4.25	0.06
P235	61:00:00	92.74	76.00	84.32	5.07	1.12	45.93	0.05
P237	61:00:00	12.01	305.00	5.06	50.02	0.68	671.35	8.58
P238	61:00:00	12.59	304.80	104.74	50.02	0.69	2.46	0.03
P24	61:00:00	71.05	508.00	88.62	98.67	0.49	0.98	0.04
P241	61:00:00	49.46	102.00	114.84	0.69	0.08	0.16	0.04
P242	61:00:00	25.06	152.40	99.01	2.04	0.11	0.21	0.05
P243	61:00:00	57.08	203.20	82.80	4.48	0.14	0.31	0.07
P245	61:00:00	18.65	152.40	120.40	33.94	1.86	27.11	0.02
P246	61:00:00	56.94	152.40	121.60	21.54	1.18	11.47	0.02
P248	61:00:00	6.96	152.40	110.07	20.30	1.11	12.36	0.03
P249	61:00:00	28.43	51.00	85.38	0.76	0.37	9.25	0.07
P25	61:00:00	4.30	508.00	74.38	110.06	0.54	1.66	0.06
P251	61:00:00	11.49	152.00	103.73	16.59	0.91	9.62	0.03
P252	61:00:00	135.44	305.00	82.30	50.02	0.68	3.83	0.05
P255	61:00:00	76.14	51.00	71.47	0.17	0.09	0.84	0.12
P256	61:00:00	55.17	305.00	94.86	50.02	0.68	2.95	0.04
P258	61:00:00	79.53	102.00	75.51	0.03	4.07e-03	1.22e-03	0.15
P259	61:00:00	136.09	102.00	83.09	0.19	0.02	0.02	0.10
P26	61:00:00	22.94	508.00	88.01	4.67	0.02	3.49e-03	0.07
P264	61:00:00	11.73	101.60	112.51	0.54	0.07	0.10	0.05
P266	61:00:00	55.29	101.60	107.06	1.15	0.14	0.46	0.05
P267	61:00:00	344.62	152.40	95.59	0.30	0.02	6.64e-03	0.07
P268	61:00:00	146.46	152.40	86.84	2.08	0.11	0.28	0.06
P27	61:00:00	163.63	254.00	69.11	2.06	0.04	0.04	0.11
P270	61:00:00	88.36	101.60	92.77	0.88	0.11	0.37	0.06
P272	61:00:00	143.88	102.00	73.95	1.66	0.20	1.77	0.09
P275	61:00:00	172.96	152.40	98.16	0.76	0.04	0.04	0.06
P28	61:00:00	117.42	152.00	88.27	1.00	0.05	0.07	0.07
P280	61:00:00	333.40	203.00	88.34	3.08e-05	9.51e-07	7.64e-11	0.34
P282	61:00:00	131.93	102.00	86.72	3.36	0.41	4.86	0.06
P284	61:00:00	198.97	76.20	89.13	0.89	0.20	1.63	0.06
P285	61:00:00	130.71	76.20	90.18	0.08	0.02	0.02	0.09
P286	61:00:00	155.58	101.60	90.01	0.37	0.05	0.08	0.07
P287	61:00:00	45.12	254.00	78.35	22.86	0.45	2.40	0.06
P288	61:00:00	226.74	76.20	85.05	1.59	0.35	5.19	0.06
P29	61:00:00	20.51	152.00	89.48	0.87	0.05	0.05	0.07
P290	61:00:00	46.28	76.20	89.44	0.34	0.07	0.27	0.07
P291	61:00:00	132.94	305.00	107.08	50.02	0.68	2.35	0.03
P292	61:00:00	13.54	305.00	97.27	50.02	0.68	2.81	0.04
P293	61:00:00	125.20	305.00	92.16	50.02	0.68	3.11	0.04
P294	61:00:00	101.20	102.00	79.97	1.70	0.21	1.61	0.07
P295	61:00:00	133.23	76.00	72.41	4.48	0.99	48.50	0.07
P296	61:00:00	231.87	76.00	82.96	2.17	0.48	9.86	0.06
P297	61:00:00	42.53	406.00	73.00	70.98	0.55	2.27	0.06
P298	61:00:00	40.11	305.00	84.55	51.43	0.70	3.84	0.05
P299	61:00:00	61.51	102.00	87.71	2.83	0.35	3.47	0.06
P3	61:00:00	136.52	300.00	73.65	9.71	0.14	0.24	0.08
P30	61:00:00	40.89	254.00	86.71	2.01	0.04	0.02	0.07
P301	61:00:00	45.31	305.00	85.19	50.76	0.69	3.69	0.05
P302	61:00:00	178.28	305.00	80.34	50.51	0.69	4.08	0.05
P303	61:00:00	131.94	76.00	88.33	0.90	0.20	1.73	0.07
P304	61:00:00	268.74	101.60	89.39	0.48	0.06	0.13	0.07
P305	61:00:00	43.41	203.00	90.80	3.08e-05	9.53e-07	7.30e-11	0.32
P307	61:00:00	47.30	305.00	60.51	48.12	0.66	6.31	0.09
P308	61:00:00	334.57	305.00	88.08	50.02	0.68	3.38	0.04
P309	61:00:00	128.80	101.60	94.96	0.90	0.11	0.36	0.06
P31	61:00:00	144.67	152.00	108.77	2.11	0.12	0.19	0.04
P310	61:00:00	9.00	610.00	87.27	118.42	0.41	0.58	0.04
P316	61:00:00	11.62	610.00	70.45	118.42	0.41	0.86	0.06
P319	61:00:00	10.54	610.00	76.59	2.62e-05	8.98e-08	1.64e-12	0.00
P32	61:00:00	84.44	152.00	103.56	3.16	0.17	0.45	0.04
P320	61:00:00	11.47	610.00	76.52	118.42	0.41	0.74	0.05
P322	61:00:00	11.50	610.00	89.43	118.42	0.41	0.55	0.04
P323	61:00:00	11.47	610.00	84.69	6.88e-06	2.35e-08	0.00	0.00
P329	61:00:00	134.52	152.00	100.18	2.38	0.13	0.28	0.05
P33	61:00:00	22.81	254.00	73.04	0.78	0.02	5.24e-03	0.11
P330	61:00:00	66.79	76.00	96.42	1.12	0.25	2.19	0.05
P331	61:00:00	93.46	51.00	93.19	0.46	0.22	3.12	0.06
P336	61:00:00	182.99	152.00	92.17	3.52	0.19	0.68	0.05
P337	61:00:00	20.49	305.00	5.62	15.22	0.21	61.03	8.42
P338	61:00:00	74.38	76.00	100.36	0.18	0.04	0.07	0.07
P339	61:00:00	307.49	102.00	88.65	1.04	0.13	0.53	0.07
P34	61:00:00	98.00	508.00	78.51	98.40	0.49	1.22	0.05
P340	61:00:00	96.21	305.00	101.08	26.91	0.37	0.83	0.04
P341	61:00:00	189.74	305.00	94.64	24.20	0.33	0.77	0.04
P343	61:00:00	111.65	152.00	100.29	4.27	0.24	0.83	0.04
P344	61:00:00	45.26	152.00	85.91	6.40	0.35	2.34	0.06
P346	61:00:00	54.91	51.00	93.91	0.07	0.03	0.09	0.08
P347	61:00:00	385.56	305.00	96.24	6.38	0.09	0.06	0.05
P348	61:00:00	42.47	305.00	88.73	7.44	0.10	0.10	0.06
P349	61:00:00	39.12	305.00	97.01	9.89	0.14	0.14	0.05
P35	61:00:00	64.56	152.00	84.38	0.21	0.01	3.78e-03	0.08
P350	61:00:00	400.16	203.00	99.86	0.64	0.02	6.14e-03	0.06
P37	61:00:00	180.61	203.00	97.80	0.20	6.20e-03	7.36e-04	0.08
P372	61:00:00	6.42	101.60	113.11	8.01	0.99	15.13	0.03
P374	61:00:00	15.83	254.00	91.92	36.30	0.72	4.21	0.04
P375	61:00:00	7.79	254.00	75.49	36.30	0.72	6.06	0.06
P376	61:00:00	6.64	254.00	102.69	36.30	0.72	3.43	0.03
P378	61:00:00	6.47	254.00	112.45	36.30	0.72	2.90	0.03
P379	61:00:00	6.43	254.00	101.78	50.02	0.99	6.31	0.03
P38	61:00:00	169.49	76.00	106.47	1.07	0.24	1.68	0.04
P380	61:00:00	4.79	254.00	87.81	50.02	0.99	8.29	0.04
P381	61:00:00	5.53	304.80	119.21	50.02	0.69	1.94	0.02
P383	61:00:00	19.56	152.00	80.15	4.97	0.27	1.67	0.07
P384	61:00:00	26.14	76.00	101.91	3.58	0.79	16.95	0.04
P385	61:00:00	106.53	305.00	76.02	25.05	0.34	1.23	0.06
P386	61:00:00	8.12	152.00	79.90	11.19	0.62	7.52	0.06
P39	61:00:00	190.12	102.00	95.44	0.22	0.03	0.03	0.07
P397	61:00:00	13.16	203.20	87.43	65.38	2.02	40.68	0.04
P398	61:00:00	6.75	203.20	91.05	30.64	0.94	9.27	0.04
P399	61:00:00	9.71	203.20	81.41	30.64	0.94	11.41	0.05
P40	61:00:00	143.64	102.00	107.91	6.02	0.74	9.55	0.04
P402	61:00:00	6.12	203.20	89.15	4.50e-05	1.39e-06	1.51e-10	0.31
P403	61:00:00	6.86	152.40	111.47	34.74	1.90	32.66	0.03
P409	61:00:00	26.38	152.40	89.90	34.74	1.90	48.64	0.04
P410	61:00:00	7.70	203.20	85.67	4.48e-05	1.38e-06	1.62e-10	0.34
P42	61:00:00	32.93	152.00	114.92	4.86	0.27	0.82	0.03
P424	61:00:00	27.80	203.20	124.99	30.64	0.94	5.16	0.02
P43	61:00:00	36.18	203.00	88.54	0.26	8.07e-03	1.44e-03	0.09
P44	61:00:00	247.65	152.00	115.17	16.94	0.93	8.23	0.03
P443	61:00:00	67.31	305.00	85.58	47.69	0.65	3.26	0.05
P445	61:00:00	7.80	254.00	86.21	64.18	1.27	13.61	0.04
P446	61:00:00	31.15	254.00	102.20	0.00	0.00	0.00	0.00
P450	61:00:00	19.47	254.00	96.97	4.20e-06	8.29e-08	0.00	0.00
P46	61:00:00	70.86	102.00	112.66	0.11	0.01	5.59e-03	0.06
P465	61:00:00	18.20	254.00	86.57	63.46	1.25	13.22	0.04
P467	61:00:00	15.17	254.00	96.15	63.46	1.25	10.89	0.03
P468	61:00:00	31.29	254.00	105.27	86.32	1.70	16.27	0.03
P48	61:00:00	28.98	152.00	113.52	4.29	0.24	0.66	0.04
P482	61:00:00	321.89	152.00	78.90	2.23	0.12	0.39	0.08
P484	61:00:00	336.57	203.00	79.98	18.51	0.57	4.66	0.06
P49	61:00:00	134.92	152.00	121.71	0.70	0.04	0.02	0.04
P492	61:00:00	157.32	101.60	114.11	0.07	8.63e-03	2.29e-03	0.06
P5	61:00:00	588.97	406.00	83.56	6.29	0.05	0.02	0.07
P500	61:00:00	24.23	203.00	112.62	0.44	0.01	2.39e-03	0.05
P501	61:00:00	11.32	152.40	111.45	1.31	0.07	0.07	0.04
P502	61:00:00	9.19	76.20	99.59	1.27	0.28	2.56	0.05
P51	61:00:00	57.47	102.00	92.24	2.56	0.31	2.62	0.05
P510	61:00:00	193.37	102.00	104.95	6.39e-07	7.81e-08	1.08e-12	0.00
P52	61:00:00	83.26	102.00	89.65	1.53	0.19	1.06	0.06
P524	61:00:00	170.54	305.00	96.23	10.66	0.15	0.16	0.05
P527	61:00:00	149.04	305.00	73.12	14.55	0.20	0.48	0.07
P529	61:00:00	212.31	102.00	103.92	1.03	0.13	0.39	0.05
P53	61:00:00	10.32	203.00	87.56	30.64	0.95	10.02	0.04
P54	61:00:00	111.67	51.00	92.40	1.00	0.49	13.49	0.06
P55	61:00:00	99.86	76.00	87.65	1.30	0.29	3.45	0.06
P57	61:00:00	288.77	152.00	99.60	24.96	1.38	22.09	0.03
P58	61:00:00	503.91	102.00	100.85	8.87	1.09	22.20	0.04
P596	61:00:00	76.39	76.00	112.81	1.83	0.40	4.06	0.04
P597	61:00:00	79.68	102.00	101.12	0.56	0.07	0.13	0.06
P6	61:00:00	199.39	152.00	94.65	0.34	0.02	8.37e-03	0.07
P609	61:00:00	86.07	76.00	111.63	3.07	0.68	10.82	0.04
P610	61:00:00	206.58	76.00	95.80	7.89e-07	1.74e-07	8.39e-12	0.00
P63	61:00:00	165.95	254.00	88.73	3.36	0.07	0.05	0.06
P633	61:00:00	173.88	152.00	119.13	5.91	0.33	1.10	0.03
P64	61:00:00	126.63	203.00	80.25	2.63	0.08	0.13	0.08
P65	61:00:00	164.93	102.00	101.95	3.34	0.41	3.57	0.04
P67	61:00:00	330.24	203.00	74.11	2.16	0.07	0.10	0.09
P670	61:00:00	54.41	152.00	98.70	1.11e-05	6.10e-07	3.60e-11	0.00
P671	61:00:00	62.97	152.00	94.84	1.62e-05	8.93e-07	2.75e-13	0.00
P68	61:00:00	302.74	305.00	83.22	1.41	0.02	5.04e-03	0.08
P69	61:00:00	103.63	152.00	72.35	5.74	0.32	2.62	0.08
P697	61:00:00	88.89	102.00	97.76	9.17e-09	1.12e-09	0.00	0.00
P7	61:00:00	60.22	508.00	78.45	76.04	0.38	0.76	0.05
P70	61:00:00	88.36	152.00	72.84	2.58	0.14	0.59	0.09
P71	61:00:00	419.40	254.00	84.73	0.54	0.01	2.01e-03	0.09
P72	61:00:00	247.46	305.00	85.04	3.46	0.05	0.03	0.07
P724	61:00:00	92.72	152.00	96.71	0.44	0.02	0.01	0.07
P725	61:00:00	117.32	152.00	105.29	1.00	0.05	0.05	0.05
P752	61:00:00	70.36	152.00	106.17	1.09	0.06	0.06	0.05
P753	61:00:00	71.91	152.00	89.52	0.91	0.05	0.06	0.07
P754	61:00:00	92.49	51.00	84.83	1.17e-07	5.73e-08	2.25e-12	0.00
P755	61:00:00	47.12	305.00	114.13	0.93	0.01	1.31e-03	0.05
P756	61:00:00	41.66	305.00	107.92	1.05	0.01	1.81e-03	0.05
P757	61:00:00	568.43	305.00	99.83	1.82	0.02	5.77e-03	0.06
P758	61:00:00	102.21	305.00	93.36	2.84	0.04	0.01	0.06
P759	61:00:00	97.19	152.00	104.44	2.88	0.16	0.37	0.04
P760	61:00:00	88.54	152.00	101.85	3.12	0.17	0.45	0.05
P761	61:00:00	171.27	152.00	96.99	3.64	0.20	0.65	0.05
P763	61:00:00	387.59	305.00	112.21	2.14	0.03	6.30e-03	0.04
P766	61:00:00	37.85	152.00	95.04	1.85	0.10	0.19	0.06
P767	61:00:00	227.50	305.00	109.31	4.38	0.06	0.02	0.04
P768	61:00:00	217.03	254.00	116.51	1.02	0.02	3.62e-03	0.04
P769	61:00:00	154.26	305.00	110.62	5.07	0.07	0.03	0.04
P771	61:00:00	69.36	203.00	99.63	0.51	0.02	4.05e-03	0.06
P772	61:00:00	215.02	305.00	85.80	6.47	0.09	0.08	0.06
P775	61:00:00	129.42	203.00	108.38	0.42	0.01	2.44e-03	0.06
P776	61:00:00	421.07	102.00	114.35	0.21	0.03	0.02	0.05
P777	61:00:00	402.31	305.00	111.77	6.92	0.09	0.06	0.04
P779	61:00:00	524.49	203.00	87.91	7.57	0.23	0.75	0.05
P780	61:00:00	153.56	203.00	104.95	4.22e-06	1.30e-07	6.09e-12	0.00
P781	61:00:00	130.18	152.00	90.91	4.98	0.27	1.32	0.05
P783	61:00:00	674.96	203.00	115.08	9.26	0.29	0.66	0.03
P784	61:00:00	88.96	102.00	98.43	0.35	0.04	0.06	0.06
P785	61:00:00	184.71	102.00	89.65	0.82	0.10	0.34	0.07
P786	61:00:00	166.27	203.00	110.00	9.40	0.29	0.74	0.03
P787	61:00:00	127.08	102.00	130.12	18.28	2.24	52.81	0.02
P788	61:00:00	107.85	152.00	113.91	28.77	1.59	22.40	0.03
P789	61:00:00	285.95	203.00	74.97	13.09	0.40	2.76	0.07
P791	61:00:00	82.50	152.00	115.95	30.39	1.67	24.00	0.03
P794	61:00:00	39.04	203.00	123.95	5.67	0.18	0.23	0.03
P795	61:00:00	129.41	203.00	97.78	4.53	0.14	0.24	0.05
P796	61:00:00	22.42	203.00	89.88	36.30	1.12	13.06	0.04
P797	61:00:00	21.64	102.00	117.05	0.98	0.12	0.29	0.04
P798	61:00:00	684.07	203.00	116.09	4.05	0.13	0.14	0.04
P8	61:00:00	11.35	406.00	76.08	69.68	0.54	2.03	0.06
P800	61:00:00	15.93	203.00	109.67	1.50	0.05	0.02	0.05
P801	61:00:00	9.47	203.00	104.47	0.20	6.17e-03	6.46e-04	0.07
P804	61:00:00	68.27	102.00	103.01	2.66	0.32	2.28	0.04
P805	61:00:00	96.57	152.00	114.56	3.23	0.18	0.39	0.04
P806	61:00:00	32.51	152.00	103.90	3.53	0.19	0.55	0.04
P807	61:00:00	162.82	203.00	100.15	0.25	7.58e-03	1.02e-03	0.07
P808	61:00:00	253.47	203.00	92.06	10.96	0.34	1.36	0.05
P809	61:00:00	17.35	102.00	109.35	1.12	0.14	0.41	0.04
P810	61:00:00	64.30	203.00	88.94	1.61e-05	4.98e-07	2.69e-13	0.00
P811	61:00:00	50.17	102.00	89.57	1.84	0.23	1.50	0.06
P813	61:00:00	30.85	152.00	76.04	14.78	0.81	13.80	0.06
P815	61:00:00	50.52	102.00	84.34	16.48	2.02	97.22	0.05
P817	61:00:00	253.30	203.00	72.66	7.74	0.24	1.11	0.08
P819	61:00:00	8.02	203.00	105.07	7.89	0.24	0.58	0.04
P821	61:00:00	64.78	102.00	83.95	0.17	0.02	0.02	0.10
P822	61:00:00	11.71	102.00	99.59	1.15	0.14	0.52	0.05
P823	61:00:00	18.84	76.00	113.36	0.24	0.05	0.10	0.05
P826	61:00:00	335.29	76.00	99.15	0.74	0.16	0.96	0.05
P827	61:00:00	119.07	76.00	103.74	0.24	0.05	0.11	0.06
P83	61:00:00	15.14	610.00	75.66	117.73	0.40	0.75	0.06
P830	61:00:00	89.30	76.00	99.04	0.40	0.09	0.31	0.06
P831	61:00:00	62.20	76.00	86.29	2.92	0.64	15.89	0.06
P84	61:00:00	148.63	203.00	97.41	0.43	0.01	3.00e-03	0.07
P840	61:00:00	235.28	203.00	97.77	12.67	0.39	1.59	0.04
P841	61:00:00	347.83	76.00	93.68	0.81	0.18	1.28	0.06
P842	61:00:00	64.41	52.00	95.52	1.53	0.72	25.07	0.05
P844	61:00:00	12.49	102.00	113.81	3.07	0.38	2.48	0.04
P846	61:00:00	94.84	203.00	103.98	2.02	0.06	0.05	0.05
P847	61:00:00	68.63	152.00	91.07	2.30	0.13	0.31	0.06
P85	61:00:00	36.60	76.00	69.93	0.56	0.12	1.09	0.11
P850	61:00:00	241.13	101.60	112.53	2.51	0.31	1.78	0.04
P851	61:00:00	228.78	76.00	121.93	1.25	0.28	1.75	0.03
P852	61:00:00	40.39	203.00	105.38	3.41	0.11	0.12	0.04
P853	61:00:00	295.68	203.00	118.65	14.37	0.44	1.40	0.03
P855	61:00:00	37.88	102.00	114.85	0.58	0.07	0.11	0.04
P858	61:00:00	195.38	102.00	113.41	0.98	0.12	0.30	0.04
P859	61:00:00	90.81	152.00	95.29	4.15	0.23	0.86	0.05
P86	61:00:00	161.00	305.00	110.50	36.62	0.50	1.25	0.03
P861	61:00:00	110.79	152.00	87.94	0.70	0.04	0.04	0.07
P866	61:00:00	17.37	102.00	92.17	1.16	0.14	0.60	0.06
P87	61:00:00	80.03	203.00	76.40	1.99	0.06	0.08	0.09
P871	61:00:00	48.15	102.00	91.81	0.50	0.06	0.13	0.07
P880	61:00:00	112.84	76.00	86.03	0.38	0.08	0.36	0.08
P889	61:00:00	15.72	203.00	88.74	2.32	0.07	0.08	0.06
P89	61:00:00	104.30	152.00	78.43	1.77	0.10	0.26	0.08
P892	61:00:00	30.39	254.00	69.85	65.74	1.30	21.00	0.06
P9	61:00:00	49.95	254.00	66.75	43.19	0.85	10.50	0.07
P90	61:00:00	98.94	102.00	62.32	1.58	0.19	2.23	0.12
P91	61:00:00	572.34	102.00	94.34	0.38	0.05	0.07	0.07
P914	61:00:00	38.61	203.00	91.18	1.92e-05	5.92e-07	1.93e-11	0.00
P915	61:00:00	10.58	152.00	72.77	16.69	0.92	18.75	0.07
P92	61:00:00	63.12	203.00	83.11	0.90	0.03	0.02	0.08
P924	61:00:00	82.38	254.00	74.46	1.51	0.03	0.02	0.10
P927	61:00:00	348.88	406.00	84.53	0.06	5.00e-04	4.06e-06	0.13
P929	61:00:00	83.31	203.00	90.08	3.08e-05	9.52e-07	7.38e-11	0.32
P930	61:00:00	78.95	203.00	88.20	7.63e-08	2.36e-09	2.00e-11	0.00
P931	61:00:00	248.40	203.00	87.08	1.95e-05	6.04e-07	2.17e-11	0.00
P932	61:00:00	381.56	203.00	84.96	1.18e-05	3.66e-07	1.34e-11	0.00
P933	61:00:00	130.54	305.00	87.95	50.02	0.68	3.39	0.04
P934	61:00:00	18.46	254.00	102.99	50.02	0.99	6.17	0.03
P935	61:00:00	152.13	305.00	100.05	37.08	0.51	1.53	0.04
P937	61:00:00	198.09	254.00	74.28	12.93	0.26	0.92	0.07
P938	61:00:00	168.95	254.00	74.48	10.87	0.21	0.67	0.07
P939	61:00:00	248.76	152.00	95.79	0.30	0.02	6.50e-03	0.07
P94	61:00:00	51.35	305.00	139.08	0.07	9.61e-04	7.55e-06	0.05
P940	61:00:00	187.99	152.00	99.28	0.23	0.01	3.70e-03	0.07
P941	61:00:00	142.58	152.00	79.37	0.03	1.61e-03	1.25e-04	0.14
P942	61:00:00	85.08	152.00	83.59	0.56	0.03	0.03	0.08
P943	61:00:00	84.21	76.00	86.77	0.38	0.08	0.35	0.08
P944	61:00:00	59.58	254.00	82.35	1.68	0.03	0.02	0.08
P946	61:00:00	143.03	102.00	98.06	0.21	0.03	0.02	0.07
